ID_Offre,Titre_Poste,Secteur,Entreprise,Ville,Region,Type_Contrat,Experience_Requise,Niveau_Etudes,Modalite_Travail,Salaire_Mensuel_DH,Langues_Requises,Competences_Cles,Date_Publication,Delai_Recrutement_Jours
OFF-0377,MÉDECIN GÉNÉRALISTE,Santé,HPS,Caza,Casablanca-Settat,contrat CDD,Senior,Bac+5 / Master,En présentiel,18500,Anglais,Soins infirmiers - Éthique médicale - Diagnostic - Pharmacologie,2024-06-23,26
OFF-0378,ML Ingénieur,IT & Tech,Orange Maroc,CASABLANCA,Casablanca-Settat,CDD ,Senior,Sans diplôme requis,télétravail,18700,Français,Java; Linux; Node.js; Power BI,2025-02-21,28
OFF-0379,Admin Système,IT & Tech,CGI Maroc,Tanger,Tanger-Tétouan-Al Hoceïma,CDD,2-5 ans,Bac+3,hybride,8700,Français; Anglais; Arabe,Agile/Scrum; MongoDB; Kubernetes; Linux; Azure,2024-12-04,
OFF-0380,ML Ingénieur,IT & Tech,Total Maroc,tanger,Tanger-Tétouan-Al Hoceïma,contrat CDI,Junior,Bac+5 / Master,PRÉSENTIEL,12900,Français; Anglais,Azure; Python; Linux; React; Java,2024-07-19,
OFF-0381,ML Ingénieur,IT & Tech,HPS,casablanca,Casablanca-Settat,Cdd,5 à 8 ans,Bac+3,Sur site,17400,Français; Arabe,Python; React; Linux; Power BI; AWS,2024-09-16,41
OFF-0382,CYBERSECURITE,IT & Tech,Ernst & Young Maroc,Fès,Fès-Meknès,CDD,Confirmé,Bac+3,Mixte,11700,"Français, Arabe",Java; Docker; TensorFlow,2024-10-06,17
OFF-0383,Machine Learning Engineer,IT & Tech,Maroc Telecom,rabat,Rabat-Salé-Kénitra,freelancer,0 à 2 ans,Bac+3,Remote partiel,14800,Français; Anglais; Arabe,Docker; Agile/Scrum; TypeScript; AWS,2024-12-06,27
OFF-0384,GUIDE TOURISTIQUE,Tourisme,Université Hassan II,MARRAKECH,Marrakech-Safi,Cdi,2-5ans,Bac+5 / Master,Sur site,5500,Français; Anglais,Gestion réservations; Langues étrangères,2024-10-12,43 jours
OFF-0385,Quality Manager,INDUSTRIE,Capgemini Maroc,Casa,Casablanca-Settat,contrat CDD,Junior,Bac+2,hybride,7500,Français,PLC/SCADA; AMDEC; AutoCAD; Lean Manufacturing,01/01/1900,39
OFF-0386,RÉCEPTIONNISTE,Tourisme,Akdital,casablanca,Casablanca-Settat,Contrat d'alternance,8+,Bac+5 / Master,sur site,5843,Français / Anglais,,10-09-2024,45
OFF-0387,Dta Scientist,IT & Tech,Orange Maroc,Rabat,Rabat-Salé-Kénitra,CDD,0-2 ans,Bac+3,Hybrid,8500,Français,JavaScript; Agile/Scrum,2024-07-03,
OFF-0388,Machine Learning Engineer,IT & Tech,RAM,Tanger,Tanger-Tétouan-Al Hoceïma,CONTRAT CDI,5 à 8 ans,Bac+2,En présentiel,19800,Français; Arabe,"Kubernetes, TensorFlow, Java",2025-02-16,
OFF-0389,Technicien maintenance,,Akdital,Casablanca,Casablanca-Settat,Stagiaire,débutant,Bac+3,hybride,2633,Français; Anglais; Arabe,AMDEC / AutoCAD / ISO 9001,16/10/2024,8
OFF-0390,développeur full stack,IT & Tech,Atlantic Digital,Tanger-Med,Tanger-Tétouan-Al Hoceïma,CDI,2-5 ans,Bac+5 / Master,hybride,12600,Français,Power BI; TensorFlow; Docker; AWS,03/01/2025,
OFF-0391,Ingenieur Réseaux,IT & Tech,CIH Bank,Casa,Casablanca-Settat,C.D.D,8+ ans,Bac+5 / Master,Full remote,15100,Français; Arabe,Docker; TypeScript; MongoDB,2024-06-18,37
OFF-0392,INFIRMIER,Santé,Carrefour Maroc,CASABLANCA,Casablanca-Settat,contrat CDI,8+ ans,BAC+3,Remote partiel,13500,Français; Anglais,Pharmacologie; Éthique médicale; Diagnostic; Soins infirmiers,2024-05-03,39
OFF-0393,PRODUCT MANAGER,IT & Tech,Accenture Maroc,rabat,Rabat-Salé-Kénitra,C.D.I,confirmé,Bac+8 / Doctorat,PRÉSENTIEL,16800,Français,TensorFlow; Docker; TypeScript,2024-08-03,42
OFF-0394,Resp. Commercial,,Peugeot Maroc,MEKNÈS,Fès-Meknès,FREELANCE,confirmé,Bac+5 / Master,PRÉSENTIEL,13300,,Google Ads; Email Marketing; Excel; SEO; Salesforce,2024-08-13,26
OFF-0395,INGÉNIEUR GÉNIE CIVIL,BTP,UM6P,Casablanca-Settat,Casablanca-Settat,CDI,confirmé,Bac+5 / Master,presentiel,10800,Français; Arabe,MS Project; Gestion de chantier; Béton armé; AutoCAD,2024-07-24,36
OFF-0395,INGÉNIEUR GÉNIE CIVIL,BTP,UM6P,Casablanca-Settat,Casablanca-Settat,CDI,confirmé,Bac+5 / Master,presentiel,10800,Français; Arabe,MS Project; Gestion de chantier; Béton armé; AutoCAD,2024-07-24,36
OFF-0397,Dta Scientist,IT & Tech,Accenture Maroc,tanger,Tanger-Tétouan-Al Hoceïma,STAGE,8+ ans,Bac+3,télétravail,3904,Français,SQL; Git; Java,2024-07-20,32
OFF-0398,Marketing Digital,Commerce,UM6P,Casablanca-Settat,Casablanca-Settat,CONTRAT CDI,0-2 ans,Bac+3,sur site,7000,Français,Analyse de marché; Négociation,2025-02-18,10
OFF-0399,UX Designer,IT & Tech,Label'Vie,TANGER,,Cdi,Confirmé,Bac+5 / Master,Hybrid,10100,Français; Anglais,"Node.js, Docker, MongoDB, AWS, React",2024-11-19,999
OFF-0400,CHEF DE PROJET IT,IT & Tech,Orange Maroc,oujda,Oriental,Cdi,0 à 2 ans,Bac+5 / Master,HYBRIDE,13600,Anglais,Node.js; JavaScript; TypeScript,2025-01-18,39
OFF-0401,Ingénieur civil,BTP,Total Maroc,Casa,Casablanca-Settat,freelancer,5/8 ans,Bac+2,PRÉSENTIEL,19600 DH,Français; Anglais,Revit; AutoCAD; Béton armé; Gestion de chantier,2024-09-17,30
OFF-0402,dev frontend,IT & Tech,Peugeot Maroc,Marrakesh,Marrakech-Safi,Cdi,Senior,Bac+3,En présentiel,12900,Français; Arabe,TensorFlow; Python,2024-11-02,19
OFF-0403,infirmière,Santé,Capgemini Maroc,TANGER,,Cdi,débutant,Bac+5 / Master,Sur site,5700,Français; Anglais,,2024-08-05,
OFF-0404,Admin Système,IT & Tech,ONCF,Caza,Casablanca-Settat,contrat CDI,2-5ans,Bac+5 / Master,Mixte,11700,Français; Anglais; Arabe,Agile/Scrum / Kubernetes / Git / REST API,2024-10-17,999
OFF-0405,CHEF DE PROJET IT,IT & Tech,Total Maroc,Rabat,Rabat-Salé-Kénitra,cdd,2-5ans,Bac+5 / Master,PRÉSENTIEL,15300,Français; Anglais,Node.js; Kubernetes; REST API; Agile/Scrum,2024-07-26,40
OFF-0406,backend developer,,MAROC TELECOM,rabat,Rabat-Salé-Kénitra,C.D.I,0 à 2 ans,Bac+3,TÉLÉTRAVAIL,9400,Français; Arabe,POWER BI; TYPESCRIPT; KUBERNETES; JAVASCRIPT,2024-04-19,20
OFF-0407,CM,,Atlantic Digital,Marrakech,Marrakech-Safi,CONTRAT CDI,2/5 ans,Bac+2,présentiel,7600,Français; Anglais,Google Ads; Analyse de marché,2024-08-28,14
OFF-0408,Réceptionniste hôtel,Tourisme,SQLI Maroc,Meknès,,freelancer,Expérimenté,Bac+3,PRÉSENTIEL,9300 DH,Français; Arabe,"Langues étrangères, Accueil client, Gestion réservations",2024-04-18,28
OFF-0409,gestionnaire de paie,Finance & RH,Atlantic Digital,Casablanca-Settat,Casablanca-Settat,Indépendant,Confirmé,Bac+5 / Master,PRÉSENTIEL,10800-12960,Français; Arabe,Droit du travail; SAP; SAGE; Excel avancé,2025-01-18,29
OFF-0410,Cybersecurity,IT & Tech,Université Hassan II,Caza,Casablanca-Settat,CDI,débutant,Sans diplôme requis,presentiel,9100,Français,"Docker, Git",,15
OFF-0411,DRH,Finance & RH,OCP Group,RABAT,Rabat-Salé-Kénitra,cdd,confirmé,Bac+2,Remote partiel,8800,Français; Anglais; Arabe,IFRS / Audit / Droit du travail,2024-07-19,18
OFF-0412,Analyste Finance,Finance & RH,RAM,rabat,Rabat-Salé-Kénitra,CDI,confirmé,Bac+3,Remote partiel,11300,Français / Anglais / Arabe,Audit; IFRS; SAP; Paie; SAGE,2024-08-26,25
OFF-0413,PM,IT & Tech,Lafarge Holcim,Marrakch,Marrakech-Safi,CDD ,Débutant,Bac+5 / Master,Sur site,9800,Français; Anglais; Arabe,TensorFlow / React,2025-02-18,9
OFF-0414,Sysadmin,IT & Tech,CGI Maroc,Caza,Casablanca-Settat,cdd,Débutant,Bac+3,En présentiel,7600,Français,Git; Agile/Scrum,,34
OFF-0415,Resp. Commercial,Commerce,KPMG MAROC,Tanger-Med,Tanger-Tétouan-Al Hoceïma,C.D.I,expert,Bac+2,TÉLÉTRAVAIL,21600 ,Français; Anglais,CRM; Négociation; Google Ads; Email Marketing,2024-10-07,25
OFF-0416,Responsable qualité,Industrie,Ernst & Young Maroc,Casablanca-Settat,Casablanca-Settat,contrat CDI,0-2ans,Bac+5 / Master,PRÉSENTIEL,7000,Français; Anglais,PLC/SCADA - Lean Manufacturing - SolidWorks - ISO 9001,2025-01-22,35
OFF-0417,DEVOPS ENGINEER,IT & Tech,CIH Bank,Marrakech,Marrakech-Safi,STAGE,5-8 ans,Bac+2,TÉLÉTRAVAIL,3202,Français; Anglais; Arabe,Python; Kubernetes; AWS; MongoDB; Java,2024-05-18,23
OFF-0418,backend dev,IT & Tech,SQLI Maroc,Tanger-Med,Tanger-Tétouan-Al Hoceïma,CONTRAT CDI,0-2 ans,Bac+2,HYBRIDE,9100 DH,Français / Arabe,SQL; Docker,08 August 2024,28
OFF-0419,Quality Manager,Industrie,INWI,tanger,Tanger-Tétouan-Al Hoceïma,Cdi,2-5 ans,,En présentiel,11000,Anglais,AMDEC; ISO 9001; PLC/SCADA,05 June 2024,10
OFF-0420,Administrateur sys,IT & TECH,RAM,Casablanca,Casablanca-Settat,CONTRAT CDI,2 à 5 ans,Bac+2,sur site,10700,Français; Arabe,Azure; TensorFlow; AWS; REST API,08-14-2024,17
OFF-0421,chef de projet,,RAM,Tanger,,contrat CDD,2-5ans,BAC+3,Mixte,12700,Français; Anglais,Kubernetes; Node.js; Git; React,2024-11-22,14
OFF-0422,ANALYSTE FINANCIER,Finance & RH,Renault Maroc,marrakech,Marrakech-Safi,Cdi,2-5ans,BAC+5 / MASTER,presentiel,10500,"Français, Anglais, Arabe","Excel avancé, Consolidation, SAP",2025-02-27,999
OFF-0423,chargé marketing,Commerce,Akdital,Marrakech,,CONTRAT CDI,senior,Bac+5 / Master,présentiel,11900-14280,Français,"Salesforce, Email Marketing, CRM, Google Ads, Excel",2024-09-24,25
OFF-0424,INFIRMIER,Santé,CGI Maroc,TANGER,Tanger-Tétouan-Al Hoceïma,CONTRAT CDI,2/5 ans,Bac+3,TÉLÉTRAVAIL,8200,Français; Arabe,Soins infirmiers; Pharmacologie; Éthique médicale,2024-12-29,43
OFF-0425,comptable junior,Finance & RH,Renault Maroc,Rabat,Rabat-Salé-Kénitra,Freelance,Confirmé,Bac+5 / Master,sur site,7700,Français,Excel avancé; SAP; Consolidation; Paie; Audit,2025-02-05,18
OFF-0426,Dev Full Stack,IT & Tech,OCP Group,Casablanca,Casablanca-Settat,CDI ,2 à 5 ans,Bac+5 / Master,sur site,10900 DH,Français; Anglais,"Git, Azure",2024-05-15,31
OFF-0427,Médecin,Santé,BMCE Bank,Tanger,,contrat CDI,senior,Bac+3,En présentiel,25600 DH,Français,Éthique médicale / Soins infirmiers / Diagnostic,2024-04-23,8
OFF-0428,UX UI Designer,IT & Tech,Accenture Maroc,Tanjah,Tanger-Tétouan-Al Hoceïma,CONTRAT CDI,junior,Bac+2,Mixte,7300,Anglais,Linux; JavaScript; Power BI,2024-07-16,23
OFF-0429,Community manager,Commerce,DATAVISION MAROC,FÈS,Fès-Meknès,freelancer,5 à 8 ans,Bac+5 / Master,Présentiel,12500,Français; Anglais,CRM; Google Ads; Salesforce; Email Marketing; Analyse de marché,2025-01-27,27
OFF-0430,data-scientist,IT & Tech,Carrefour Maroc,rabat,Rabat-Salé-Kénitra,C.D.I,5 à 8 ans,Bac+5 / Master,Hybrid,20100,Français; Anglais,TypeScript - Python - MongoDB,2024-09-28,36
OFF-0431,SysAdmin,IT & Tech,OCP GROUP,Tanger,Tanger-Tétouan-Al Hoceïma,contrat CDI,2 à 5 ans,Bac+3,Sur site,11700,"Français, Arabe",TypeScript; Git,,31
OFF-0432,UXUI Designer,IT & Tech,Deloitte Maroc,AGADIR,Souss-Massa,Alternance,0/2 ans,Bac+2,HYBRIDE,4490,Français; Anglais; Arabe,TypeScript; React,2025-01-22,37
OFF-0433,Docteur,Santé,Atlantic Digital,rabat ,Rabat-Salé-Kénitra,contrat CDI,2/5 ans,Sans diplôme requis,Présentiel,19700,Français; Arabe,"Diagnostic, Pharmacologie, Soins infirmiers, Éthique médicale",2024-08-24,
OFF-0434,infirmière,Santé,TechMa Solutions,RABAT,Rabat-Salé-Kénitra,contrat CDD,2/5 ans,Bac+5 / Master,Mixte,7100,Français,Soins infirmiers; Éthique médicale; Pharmacologie; Diagnostic,16/09/2024,15
OFF-0435,Analyst BI,IT & Tech,CIH Bank,Fes,Fès-Meknès,CDI ,senior,Bac+8 / Doctorat,Hybrid,14600,Anglais,,01/01/1900,27
OFF-0436,infirmière,Santé,Atlantic Digital,Meknès,Fès-Meknès,CDI,2-5ans,Bac+5 / Master,En présentiel,,Anglais,"Soins infirmiers, Pharmacologie, Éthique médicale, Diagnostic",2024-12-07,11
OFF-0437,Audit Financier,Finance & RH,Lafarge Holcim,Marrakch,Marrakech-Safi,C.D.I,confirmé,BAC+5 / MASTER,HYBRIDE,12200,,Excel avancé; Droit du travail; Audit; Paie,2024-07-06,19
OFF-0438,PRODUCT MANAGER,IT & Tech,Attijariwafa Bank,Casablanca-Settat,Casablanca-Settat,Cdi,0-2ans,Sans diplôme requis,Remote,11500,Français; Arabe,SQL; REST API; Java; Agile/Scrum; Azure,2025-02-12,27
OFF-0439,ML Ingénieur,IT & Tech,CGI Maroc,Agadir,Souss-Massa,CDD,0/2 ans,,Présentiel,9800 DH,Français; Arabe,Kubernetes; Power BI,,9
OFF-0440,receptionniste hotel,Tourisme,Inwi,Casa,Casablanca-Settat,CDI,débutant,Bac+3,Sur site,4100,Français; Anglais; Arabe,Gestion réservations; Accueil client,10-18-2024,16
OFF-0441,RESPONSABLE QUALITE,Industrie,Université Hassan II,MARRAKECH,Marrakech-Safi,Free-lance,confirmé,,Hybrid,11300,Français; Anglais,AMDEC / ISO 9001,2024-07-06,15
OFF-0442,pharmacien,Santé,ORANGE MAROC,CASABLANCA,Casablanca-Settat,Freelance,2-5ans,Bac+8 / Doctorat,HYBRIDE,15000,Français; Anglais,Soins infirmiers; Pharmacologie; Diagnostic; Éthique médicale,2025-02-04,28
OFF-0443,HR Manager,Finance & RH,PwC Maroc,Rabat-Salé,Rabat-Salé-Kénitra,Indépendant,5-8ans,Bac+8 / Doctorat,présentiel,13700,Français; Anglais; Arabe,Consolidation; Paie,2024-08-02,9
OFF-0444,Analyste Finance,Finance & RH,ONCF,rabat,Rabat-Salé-Kénitra,CDD,Expérimenté,Sans diplôme requis,sur site,12400,Français; Arabe,Consolidation; SAP,2024-08-13,9
OFF-0445,Infirmier/ère,Santé,CGI Maroc,Tetouan,Tanger-Tétouan-Al Hoceïma,Cdi,2 à 5 ans,,En présentiel,7300,Français; Anglais,Soins infirmiers; Éthique médicale; Diagnostic; Pharmacologie,2024-09-17,21
OFF-0446,RÉCEPTIONNISTE,Tourisme,BMCE Bank,rabat ,,freelancer,Confirmé,Bac+3,Hybride,6800,,Accueil client; Pack Office; Langues étrangères; Gestion réservations,2024-04-21,7
OFF-0447,HR Manager,Finance & RH,TechMa Solutions,Agadir,Souss-Massa,contrat CDI,0/2 ans,Bac+5 / Master,télétravail,6100,Français; Arabe,SAP; IFRS; SAGE; Consolidation; Audit,07/10/2024,999
OFF-0448,Infirmier/ère,Santé,Atlantic Digital,rabat,,CONTRAT CDI,2-5 ans,Bac+5 / Master,Hybride,7700,Français; Arabe,Éthique médicale / Soins infirmiers / Diagnostic,03 July 2024,8
OFF-0449,cyber analyst,IT & Tech,Inwi,MARRAKECH,Marrakech-Safi,Indépendant,confirmé,Bac+5 / Master,Work from home,17200,Français,MongoDB - Java - TypeScript,2024-04-07,28
OFF-0450,infirmière,Santé,Université Hassan II,Casablanca-Settat,Casablanca-Settat,Stagiaire,Senior,Sans diplôme requis,PRÉSENTIEL,4621,Français; Arabe,"Soins infirmiers, Éthique médicale, Pharmacologie, Diagnostic",2024-05-25,41
OFF-0451,Admin Système,IT & Tech,Université Hassan II,tanger,Tanger-Tétouan-Al Hoceïma,CONTRAT CDI,2/5 ans,Bac+3,HYBRIDE,11100,Français,React; Git; Linux,2025-02-05,
OFF-0452,DATA ENGINEER,IT & Tech,Managem,Tanjah,Tanger-Tétouan-Al Hoceïma,contrat CDD,0 à 2 ans,Bac+5 / Master,Hybride,10500 DH,Français; Anglais; Arabe,Azure - Agile/Scrum - Linux - React,28/10/2024,19
OFF-0453,Audit Financier,Finance & RH,Renault Maroc,Tanjah,Tanger-Tétouan-Al Hoceïma,FREELANCE,expert,Bac+3,Sur site,,Français; Anglais,Audit; IFRS; Excel avancé; Paie,2025-02-07,29
OFF-0454,ING. RÉSEAU,IT & Tech,PwC Maroc,Agadir,Souss-Massa,cdd,2-5ans,Bac+5 / Master,En présentiel,10700,Français; Anglais; Arabe,TensorFlow; JavaScript; Azure,2025-01-12,14
OFF-0455,analyste financier,Finance & RH,HPS,casablanca,Casablanca-Settat,Stage de fin d'études,Expérimenté,Bac+5 / Master,Full remote,3k,Français; Arabe,Audit; Droit du travail; IFRS; SAGE; Consolidation,2025-02-07,39
OFF-0456,AUDITEUR,Finance & RH,DataVision Maroc,Rabat,Rabat-Salé-Kénitra,CONTRAT CDI,Senior,Sans diplôme requis,Mixte,14300,Anglais,"Audit, Paie, Excel avancé, IFRS, SAGE",2024-08-30,7
OFF-0457,ing production,Industrie,CGI Maroc,casablanca,Casablanca-Settat,cdd,2 à 5 ans,Bac+3,En présentiel,9000,Français; Anglais; Arabe,PLC/SCADA; Lean Manufacturing; ISO 9001,2024-09-29,12
OFF-0458,tech maintenance,Industrie,Ernst & Young Maroc,Agadir-Ida,Souss-Massa,contrat CDI,expert,Bac+5 / Master,sur site,12900,,ISO 9001; PLC/SCADA; AMDEC,01/01/1900,20
OFF-0459,analyste financier,,Lydec,TANGER,Tanger-Tétouan-Al Hoceïma,contrat CDD,5-8ans,Bac+2,Hybride,14800,Français; Anglais,IFRS; SAP,2024-08-21,42
OFF-0460,guide,Tourisme,Carrefour Maroc,OUJDA,Oriental,Freelance,Confirmé,Bac+2,presentiel,8000,Anglais,Langues étrangères; Accueil client,2024-03-21,36
OFF-0461,INGÉNIEUR GÉNIE CIVIL,BTP,HPS,fès,Fès-Meknès,CDI,0 à 2 ans,Bac+5 / Master,En présentiel,8000,Anglais,AutoCAD; Béton armé,2024-04-04,29
OFF-0462,SysAdmin,IT & Tech,Akdital,Marrakesh,Marrakech-Safi,C.D.D,+ de 8 ans,Bac+2,teletravail,15000,Français; Anglais,Node.js; Kubernetes; Linux; Azure,2024-09-25,43
OFF-0463,CONTROLEUR DE GESTION,Finance & RH,OCP Group,CASABLANCA,Casablanca-Settat,Cdd,2/5 ans,Bac+3,Remote,10500,Anglais,SAGE; IFRS; Droit du travail; Paie,2024-12-29,42
OFF-0464,data scientist,IT & Tech,ONCF,Oujda,,Cdi,confirmé,Sans diplôme requis,Présentiel,15400,Français; Anglais; Arabe,TypeScript; Kubernetes; JavaScript; AWS; Agile/Scrum,2024-05-31,34
OFF-0465,Community manager,Commerce,Attijariwafa Bank,CASABLANCA,Casablanca-Settat,CDI ,Junior,BAC+2,PRÉSENTIEL,,Français; Anglais; Arabe,Négociation; CRM,2024-09-12,7
OFF-0466,UXUI Designer,IT & Tech,Capgemini Maroc,Caza,Casablanca-Settat,C.D.D,8ans+,Bac+2,Full remote,13900,Français; Anglais,AWS; TensorFlow; Node.js; Azure; Git,2024-05-30,43
OFF-0467,pharmacien,Santé,RAM,Rabat,Rabat-Salé-Kénitra,cdi,8ans+,Bac+5 / Master,HYBRIDE,18000,Anglais,Diagnostic; Pharmacologie; Soins infirmiers; Éthique médicale,2024-06-07,30
OFF-0468,backend developer,IT & Tech,BMCE Bank,Tanjah,Tanger-Tétouan-Al Hoceïma,contrat CDI,0-2ans,Bac+5 / Master,En présentiel,7800,Français; Anglais,"SQL, Power BI, Docker",2024-08-16,30
OFF-0469,auditeur financier,Finance & RH,Capgemini Maroc,CASABLANCA,Casablanca-Settat,freelancer,2 à 5 ans,Bac+5 / Master,En présentiel,13500,Français,Audit; Droit du travail; Excel avancé; SAGE; SAP,2024-05-06,7
OFF-0470,HR Manager,Finance & RH,KPMG Maroc,CASABLANCA,Casablanca-Settat,Cdi,0 à 2 ans,Bac+2,Sur site,6000,Français; Anglais; Arabe,SAGE; Consolidation; Audit; Paie,2024-03-08,
OFF-0471,Ingénieur ML,IT & Tech,ONCF,Caza,Casablanca-Settat,Cdi,2 à 5 ans,Bac+2,présentiel,16k,Français,Git; AWS; Java,2024-11-30,7
OFF-0472,comptable junior,Finance & RH,Orange Maroc,Casablanca,Casablanca-Settat,Alternance,junior,Bac+3,Remote,5086 DH,Français; Anglais,Audit; Droit du travail; SAGE; SAP; Paie,2025-02-20,43
OFF-0472,comptable junior,Finance & RH,Orange Maroc,Casablanca,Casablanca-Settat,Alternance,junior,Bac+3,Remote,5086 DH,Français; Anglais,Audit; Droit du travail; SAGE; SAP; Paie,2025-02-20,43
OFF-0474,Paie Manager,Finance & RH,KPMG Maroc,rabat ,Rabat-Salé-Kénitra,Cdi,5-8 ans,Sans diplôme requis,télétravail,11300,Français; Anglais; Arabe,"Paie, SAGE",2025-01-26,9
OFF-0475,guide touristique,Tourisme,Accenture Maroc,Casa,Casablanca-Settat,CDI,0-2 ans,Bac+3,Présentiel,4000,Anglais,"Accueil client, Langues étrangères",2024-04-24,36
OFF-0476,Machine Learning Engineer,IT & Tech,,Meknes,Fès-Meknès,Cdi,Expérimenté,,Sur site,22700 DH,Anglais,AWS; MongoDB; TypeScript,2025-01-16,45
OFF-0477,Marketing Digital,Commerce,Managem,Caza,Casablanca-Settat,CDI ,expert,Sans diplôme requis,sur site,16k,Français; Anglais; Arabe,,2024-05-14,43
OFF-0478,Dév. Full Stack,IT & Tech,bmce bank,Casa,Casablanca-Settat,CDI,0-2 ans,Bac+5 / Master,HYBRIDE,8500,Français; Arabe,Azure; Docker; Power BI; Node.js; Java,2024-07-14,39
OFF-0479,pharmacien,Santé,TechMa Solutions,Agadir-Ida,Souss-Massa,cdd,5-8 ans,Sans diplôme requis,hybride,16200,Français,Éthique médicale; Diagnostic,2024-11-13,7
OFF-0480,tech maintenance,Industrie,CIH Bank,Agadir,Souss-Massa,Cdi,Confirmé,Bac+5 / Master,Hybride,6300 DH,Français; Anglais; Arabe,,2024-03-02,25
OFF-0481,ANALYSTE FINANCIER,Finance & RH,Maroc Telecom,Marrakesh,Marrakech-Safi,CONTRAT CDI,débutant,Bac+2,Sur site,10000,Anglais,"Droit du travail, Paie, SAGE, Consolidation, Excel avancé",2025-02-04,44
OFF-0482,Médecin,Santé,RAM,casablanca,Casablanca-Settat,CDD ,0-2 ans,Bac+5 / Master,Sur site,13800,"Français, Arabe",Pharmacologie; Soins infirmiers; Diagnostic; Éthique médicale,24/10/2024,
OFF-0483,analyste financier,Finance & RH,Orange Maroc,rabat ,,CONTRAT CDI,5-8ans,Bac+3,Hybride,14100,Anglais,Audit; SAP; SAGE,12 February 2025,40
OFF-0484,Guide,Tourisme,TechMa Solutions,Casablanca-Settat,Casablanca-Settat,CDI,0 à 2 ans,Bac+5 / Master,HYBRIDE,4400 DH,Français; Arabe,Accueil client; Pack Office; Langues étrangères; Gestion réservations,2024-09-16,38
OFF-0485,MARKETING DIGITAL,Commerce,KPMG Maroc,Rabat-Salé,,STAGE,2/5 ans,BAC+3,Remote partiel,4471,"Français, Anglais, Arabe",Email Marketing; Google Ads,2024-09-19,42
OFF-0486,ING. RÉSEAU,IT & Tech,Atlantic Digital,Tanger-Med,Tanger-Tétouan-Al Hoceïma,cdi,2/5 ans,Bac+2,Remote partiel,11000,Français; Anglais,Azure; React; TensorFlow; Python,2024-03-21,25
,,,,,,,,,,,,,,
OFF-0488,RH Manager,Finance & RH,DATAVISION MAROC,Meknes,,cdd,2 à 5 ans,Bac+3,Remote partiel,9100,Français; Arabe,IFRS; SAGE; Droit du travail; Consolidation; Audit,2024-05-21,39
OFF-0489,infirmière,Santé,Renault Maroc,agadir,Souss-Massa,C.D.I,+ de 8 ans,,sur site,10600-12720,Anglais,Pharmacologie; Diagnostic; Éthique médicale,,24
OFF-0490,product manager,,sii group,casablanca,Casablanca-Settat,freelancer,Senior,Bac+5 / Master,presentiel,,Français; Arabe,JavaScript; React,2024-12-06,28
OFF-0491,Technicien maintenance,Industrie,Lydec,kenitra,Rabat-Salé-Kénitra,CDI,Expérimenté,Bac+8 / Doctorat,PRÉSENTIEL,10100,Français; Arabe,AutoCAD / Lean Manufacturing / PLC/SCADA,2024-08-30,32
OFF-0492,ing production,Industrie,Akdital,oujda,,Stagiaire,2-5 ans,Bac+3,Hybride,3916,Français,"AMDEC, ISO 9001",20/12/2024,16
OFF-0493,RÉCEPTIONNISTE,Tourisme,CGI Maroc,TANGER,Tanger-Tétouan-Al Hoceïma,contrat CDI,Expérimenté,Bac+3,Présentiel,6800,Français; Arabe,Langues étrangères / Pack Office / Accueil client,2024-04-05,23
OFF-0494,DevOps Ingénieur,IT & Tech,Inwi,Tetouan,Tanger-Tétouan-Al Hoceïma,contrat CDI,Expert,Bac+3,sur site,25900,Français; Anglais,Java; MongoDB; REST API,2024-06-27,12
OFF-0495,Data Engneer,IT & Tech,PwC Maroc,casablanca,Casablanca-Settat,CDI ,0/2 ans,Bac+5 / Master,hybride,11600,Français; Anglais,AWS; Kubernetes; Linux,2024-04-15,11
OFF-0496,Cybersécurité,it & tech,SII Group,tanger,,Cdd,Confirmé,Bac+5 / Master,Hybride,13500,Français / Anglais / Arabe,AWS; Python,2024-10-12,34
OFF-0497,Commercial,COMMERCE,Inwi,Casablanca-Settat,Casablanca-Settat,contrat CDD,8ans+,Bac+5 / Master,Hybride,12800 DH,Français; Anglais; Arabe,,,31
OFF-0498,comptable,Finance & RH,,CASABLANCA,,CDI ,5-8 ans,Bac+3,Sur site,8700,Français,EXCEL AVANCÉ; CONSOLIDATION; AUDIT; SAP; IFRS,2024-07-01,-1
OFF-0499,TECHNICIEN MAINTENANCE,Industrie,DataVision Maroc,MARRAKECH,Marrakech-Safi,Freelance,2/5 ans,,presentiel,8100 DH,Français; Anglais; Arabe,PLC/SCADA; AutoCAD; AMDEC,2024-08-30,25
OFF-0500,AUDITEUR,Finance & RH,Atlantic Digital,Casablanca-Settat,Casablanca-Settat,freelance,2-5 ans,Bac+3,sur site,13100,,Droit du travail; SAP,2024-08-08,32
